,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Key_Passes,Long,Short,Rating
2619,Jordi Alba,2010/2011,Valencia,Spain-La-Liga,SLL,27,1412,8,1,7,6.89
2620,Jordi Alba,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,3,170,4,-,4,6.98
2621,Jordi Alba,2009/2010,Valencia,Spain-La-Liga,SLL,15,1125,13,3,10,7.29
2622,Diego Costa,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,15,1048,13,-,13,6.84
2623,Diego Costa,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,387,3,-,3,7.29
2624,Diego Costa,2016/2017,Chelsea,England-Premier-League,EPL,35,3090,42,2,40,7.41
2625,Diego Costa,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,663,9,-,9,7.41
2626,Diego Costa,2015/2016,Chelsea,England-Premier-League,EPL,28,2379,30,1,29,7.08
2627,Diego Costa,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,7,478,4,1,3,6.67
2628,Diego Costa,2014/2015,Chelsea,England-Premier-League,EPL,26,2085,41,-,41,7.43
2629,Diego Costa,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,35,2965,45,3,42,7.4
2630,Diego Costa,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,583,10,1,9,7.6
2631,Diego Costa,2014,Spain,International-FIFA-World-Cup,WC,2,126,2,-,2,6.17
2632,Diego Costa,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,31,2061,38,-,38,6.98
2633,Diego Costa,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,378,6,-,6,6.77
2634,Diego Costa,2011/2012,Rayo Vallecan..,Spain-La-Liga,SLL,16,1320,15,1,14,7.18
2635,Diego Costa,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,28,1327,12,-,12,6.61
2636,Diego Costa,2009/2010,Valladolid,Spain-La-Liga,SLL,34,2894,55,4,51,6.93
2637,Toby Alderweireld,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,4,294,2,1,1,7.0
2638,Toby Alderweireld,2017/2018,Tottenham,England-Premier-League,EPL,14,1177,3,-,3,6.68
2639,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,202,1,-,1,7.07
2640,Toby Alderweireld,2016/2017,Tottenham,England-Premier-League,EPL,30,2604,6,2,4,7.0
2641,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,6.68
2642,Toby Alderweireld,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,10,900,1,1,-,7.01
2643,Toby Alderweireld,2015/2016,Tottenham,England-Premier-League,EPL,38,3420,10,6,4,7.16
2644,Toby Alderweireld,2014/2015,Southampton,England-Premier-League,EPL,26,2263,7,1,6,7.07
2645,Toby Alderweireld,2016,Belgium,International-European-Championship,UEC,5,450,2,1,1,7.11
2646,Toby Alderweireld,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,12,906,-,-,-,6.87
2647,Toby Alderweireld,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,277,-,-,-,6.96
2648,Toby Alderweireld,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,-,-,-,6.94
2649,Toby Alderweireld,2014,Belgium,International-FIFA-World-Cup,WC,4,360,6,4,2,7.05
2650,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,7.78
2651,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,6.72
2652,Toby Alderweireld,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,5,450,2,2,-,7.18
2653,Toby Alderweireld,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,1,-,1,7.06
2654,Óscar Duarte,2017/2018,Espanyol,Spain-La-Liga,SLL,11,990,-,-,-,6.62
2655,Óscar Duarte,2016/2017,Espanyol,Spain-La-Liga,SLL,15,1124,2,-,2,6.45
2656,Óscar Duarte,2015/2016,Espanyol,Spain-La-Liga,SLL,14,1196,1,-,1,6.74
2657,Óscar Duarte,2015/2016,Club Bruges,Europe-UEFA-Europa-League,UEL,2,180,1,-,1,6.19
2658,Óscar Duarte,2014/2015,Club Bruges,Europe-UEFA-Europa-League,UEL,11,990,1,1,-,7.23
2659,Óscar Duarte,2014,Costa Rica,International-FIFA-World-Cup,WC,4,336,-,-,-,7.06
2660,Jérôme Boateng,2017/2018,Bayern Munich,Germany-Bundesliga,GB,19,1644,13,3,10,7.14
2661,Jérôme Boateng,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,677,4,2,2,6.78
2662,Jérôme Boateng,2016/2017,Bayern Munich,Germany-Bundesliga,GB,13,828,6,3,3,6.73
2663,Jérôme Boateng,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,6,480,3,2,1,6.66
2664,Jérôme Boateng,2015/2016,Bayern Munich,Germany-Bundesliga,GB,19,1353,13,7,6,6.96
2665,Jérôme Boateng,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,537,3,2,1,6.98
2666,Jérôme Boateng,2014/2015,Bayern Munich,Germany-Bundesliga,GB,27,2140,22,5,17,7.26
2667,Jérôme Boateng,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,990,7,2,5,7.32
2668,Jérôme Boateng,2016,Germany,International-European-Championship,UEC,6,478,3,2,1,7.09
2669,Jérôme Boateng,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,762,2,1,1,6.69
2670,Jérôme Boateng,2013/2014,Bayern Munich,Germany-Bundesliga,GB,25,2169,14,8,6,7.28
2671,Jérôme Boateng,2014,Germany,International-FIFA-World-Cup,WC,7,587,1,-,1,7.11
2672,Jérôme Boateng,2012/2013,Bayern Munich,Germany-Bundesliga,GB,26,2245,7,1,6,7.17
2673,Jérôme Boateng,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,735,-,-,-,6.99
2674,Jérôme Boateng,2012,Germany,International-European-Championship,UEC,4,341,7,4,3,7.1
2675,Jérôme Boateng,2011/2012,Bayern Munich,Germany-Bundesliga,GB,27,2183,2,1,1,7.14
2676,Jérôme Boateng,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1170,3,1,2,7.06
2677,Jérôme Boateng,2010/2011,Manchester Ci..,England-Premier-League,EPL,16,1239,8,2,6,6.91
2678,Jérôme Boateng,2009/2010,Hamburger SV,Germany-Bundesliga,GB,27,2156,19,11,8,6.91
2679,Domagoj Vida,2017/2018,Besiktas,Turkey-Super-Lig,TS,13,751,2,1,1,6.76
2680,Domagoj Vida,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,4,350,2,-,2,7.03
2681,Domagoj Vida,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,1,16,-,-,-,5.53
2682,Domagoj Vida,2016/2017,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,6,540,1,1,-,6.7
2683,Domagoj Vida,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,5,372,4,-,4,6.71
2684,Domagoj Vida,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,10,876,6,-,6,6.86
2685,Domagoj Vida,2016,Croatia,International-European-Championship,UEC,3,270,-,-,-,6.64
2686,Domagoj Vida,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,3,211,-,-,-,6.61
2687,Domagoj Vida,2012/2013,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,2,180,2,-,2,7.3
2688,Domagoj Vida,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,540,3,1,2,6.55
2689,Domagoj Vida,2012,Croatia,International-European-Championship,UEC,1,66,-,-,-,6.78
2690,Domagoj Vida,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,513,-,-,-,6.03
2691,Domagoj Vida,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,1,76,-,-,-,7.38
2692,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,7,-,7,6.75
2693,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,3,2,1,5.93
2694,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,2,-,2,6.81
2695,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,4,1,3,6.61
2696,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,2,-,2,6.75
2697,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,1,-,1,6.07
2698,Milan Badelj,2017/2018,Fiorentina,Italy-Serie-A,ISA,27,2355,42,3,39,7.12
2699,Milan Badelj,2016/2017,Fiorentina,Italy-Serie-A,ISA,33,2513,27,4,23,6.92
2700,Milan Badelj,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,6,514,5,1,4,7.46
2701,Milan Badelj,2015/2016,Fiorentina,Italy-Serie-A,ISA,27,2138,35,3,32,7.13
2702,Milan Badelj,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,7,406,3,2,1,6.61
2703,Milan Badelj,2014/2015,Fiorentina,Italy-Serie-A,ISA,21,1549,17,-,17,7.14
2704,Milan Badelj,2014/2015,Hamburger SV,Germany-Bundesliga,GB,2,180,4,-,4,7.15
2705,Milan Badelj,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,13,859,12,-,12,6.94
2706,Milan Badelj,2016,Croatia,International-European-Championship,UEC,4,360,3,1,2,7.09
2707,Milan Badelj,2013/2014,Hamburger SV,Germany-Bundesliga,GB,29,2411,23,5,18,7.5
2708,Milan Badelj,2012/2013,Hamburger SV,Germany-Bundesliga,GB,31,2506,34,6,28,7.49
2709,Milan Badelj,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,452,5,1,4,6.51
2710,Aron Gunnarsson,2017/2018,Cardiff,England-Championship,EC,20,1500,18,3,15,7.02
2711,Aron Gunnarsson,2016/2017,Cardiff,England-Championship,EC,40,3593,44,15,29,7.08
2712,Aron Gunnarsson,2015/2016,Cardiff,England-Championship,EC,28,1529,17,1,16,6.75
2713,Aron Gunnarsson,2014/2015,Cardiff,England-Championship,EC,45,3621,38,11,27,7.0
2714,Aron Gunnarsson,2016,Iceland,International-European-Championship,UEC,5,426,1,1,-,6.82
2715,Aron Gunnarsson,2013/2014,Cardiff,England-Premier-League,EPL,23,1540,14,-,14,6.5
2716,Fagner,2018,Corinthians,Brazil-Brasileirão,BSA,3,189,2,1,1,7.09
2717,Fagner,2017,Corinthians,Brazil-Brasileirão,BSA,31,2790,44,7,37,7.24
2718,Fagner,2016,Corinthians,Brazil-Brasileirão,BSA,33,2968,37,11,26,7.1
2719,Fagner,2015,Corinthians,Brazil-Brasileirão,BSA,26,2176,21,5,16,7.01
2720,Fagner,2014,Corinthians,Brazil-Brasileirão,BSA,35,2982,29,9,20,6.87
2721,Fagner,2013,Vasco da Gama,Brazil-Brasileirão,BSA,26,2098,32,15,17,6.81
2722,Fagner,2012/2013,Wolfsburg,Germany-Bundesliga,GB,26,2083,21,8,13,7.27
2723,Rodney Wallace,2018,New York City..,USA-Major-League-Soccer,UMLS,8,419,4,-,4,6.46
2724,Rodney Wallace,2017,New York City..,USA-Major-League-Soccer,UMLS,28,2082,29,1,28,6.92
2725,Rodney Wallace,2016,Sport Recife,Brazil-Brasileirão,BSA,24,1839,18,3,15,6.91
2726,Rodney Wallace,2015,Portland Timb..,USA-Major-League-Soccer,UMLS,37,2420,35,4,31,6.79
2727,Rodney Wallace,2014,Portland Timb..,USA-Major-League-Soccer,UMLS,17,1058,10,1,9,6.89
2728,Rodney Wallace,2013,Portland Timb..,USA-Major-League-Soccer,UMLS,31,2273,37,4,33,7.17
2729,Johan Venegas,2017,Minnesota Uni..,USA-Major-League-Soccer,UMLS,22,1229,23,4,19,6.34
2730,Johan Venegas,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,25,761,15,4,11,6.28
2731,Johan Venegas,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,14,769,9,-,9,6.39
2732,Marco Reus,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,935,18,6,12,7.39
2733,Marco Reus,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,229,5,2,3,6.13
2734,Marco Reus,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,17,1190,24,5,19,7.15
2735,Marco Reus,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,291,4,-,4,7.83
2736,Marco Reus,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,26,1927,45,5,40,7.2
2737,Marco Reus,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,10,744,17,3,14,7.4
2738,Marco Reus,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,20,1571,49,12,37,7.54
2739,Marco Reus,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,341,4,1,3,7.69
2740,Marco Reus,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,769,16,5,11,7.62
2741,Marco Reus,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,30,2221,90,34,56,7.91
2742,Marco Reus,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,32,2356,58,24,34,7.61
2743,Marco Reus,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1079,22,2,20,7.51
2744,Marco Reus,2012,Germany,International-European-Championship,UEC,2,125,2,-,2,7.24
2745,Marco Reus,2011/2012,Borussia M.Gl..,Germany-Bundesliga,GB,32,2782,72,11,61,7.99
2746,Marco Reus,2010/2011,Borussia M.Gl..,Germany-Bundesliga,GB,32,2857,72,26,46,7.35
2747,Marco Reus,2009/2010,Borussia M.Gl..,Germany-Bundesliga,GB,33,2471,51,17,34,7.14
2748,Nils Petersen,2017/2018,Freiburg,Germany-Bundesliga,GB,32,2240,36,-,36,6.95
2749,Nils Petersen,2016/2017,Freiburg,Germany-Bundesliga,GB,33,1233,16,1,15,6.69
2750,Nils Petersen,2015/2016,Freiburg,Germany-Bundesliga-II,GB2,32,2333,27,1,26,7.42
2751,Nils Petersen,2014/2015,Werder Bremen,Germany-Bundesliga,GB,7,222,3,-,3,6.38
2752,Nils Petersen,2014/2015,Freiburg,Germany-Bundesliga,GB,12,507,9,-,9,7.08
2753,Nils Petersen,2013/2014,Werder Bremen,Germany-Bundesliga,GB,28,1637,13,-,13,6.87
2754,Nils Petersen,2012/2013,Werder Bremen,Germany-Bundesliga,GB,34,2749,26,1,25,7.0
2755,Nils Petersen,2011/2012,Bayern Munich,Germany-Bundesliga,GB,9,228,3,-,3,6.49
2756,Nils Petersen,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,127,2,-,2,6.3
2757,Miguel Layún,2017/2018,Sevilla,Spain-La-Liga,SLL,16,1181,11,3,8,6.73
2758,Miguel Layún,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,7,259,3,1,2,6.37
2759,Miguel Layún,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,2,109,1,1,-,7.13
2760,Miguel Layún,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,16,1079,30,15,15,7.14
2761,Miguel Layún,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,432,7,1,6,6.76
2762,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,180,2,1,1,6.65
2763,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,6,460,9,4,5,7.59
2764,Miguel Layún,2015/2016,Watford,England-Premier-League,EPL,3,132,2,-,2,6.66
2765,Miguel Layún,2014/2015,Watford,England-Championship,EC,17,1169,18,5,13,6.49
2766,Miguel Layún,2014,Mexico,International-FIFA-World-Cup,WC,4,360,5,1,4,6.77
2767,Miguel Layún,2009/2010,Atalanta,Italy-Serie-A,ISA,2,31,1,-,1,6.51
2768,Carlos Vela,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,32,12,20,7.79
2769,Carlos Vela,2017/2018,Real Sociedad,Spain-La-Liga,SLL,13,375,9,2,7,6.53
2770,Carlos Vela,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,2,118,3,-,3,7.26
2771,Carlos Vela,2016/2017,Real Sociedad,Spain-La-Liga,SLL,35,2562,67,25,42,7.07
2772,Carlos Vela,2015/2016,Real Sociedad,Spain-La-Liga,SLL,35,2765,50,7,43,6.81
2773,Carlos Vela,2014/2015,Real Sociedad,Spain-La-Liga,SLL,29,2061,21,6,15,6.85
2774,Carlos Vela,2013/2014,Real Sociedad,Spain-La-Liga,SLL,37,3116,78,13,65,7.42
2775,Carlos Vela,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,525,6,1,5,6.39
2776,Carlos Vela,2012/2013,Real Sociedad,Spain-La-Liga,SLL,35,2715,55,22,33,7.4
2777,Carlos Vela,2011/2012,Real Sociedad,Spain-La-Liga,SLL,35,2488,41,14,27,7.09
2778,Carlos Vela,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,4,87,1,-,1,6.56
2779,Carlos Vela,2010/2011,Arsenal,England-Premier-League,EPL,4,60,1,1,-,6.36
2780,Carlos Vela,2010/2011,West Bromwich..,England-Premier-League,EPL,8,317,10,1,9,6.61
2781,Carlos Vela,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,4,209,1,-,1,6.34
2782,Carlos Vela,2009/2010,Arsenal,England-Premier-League,EPL,11,227,5,1,4,6.3
2783,Lee Chung-yong,2017/2018,Crystal Palac..,England-Premier-League,EPL,7,132,2,-,2,5.98
2784,Lee Chung-yong,2016/2017,Crystal Palac..,England-Premier-League,EPL,15,466,7,2,5,6.27
2785,Lee Chung-yong,2015/2016,Crystal Palac..,England-Premier-League,EPL,13,387,6,1,5,6.4
2786,Lee Chung-yong,2014/2015,Bolton,England-Championship,EC,23,1987,35,-,35,6.99
2787,Lee Chung-yong,2014/2015,Crystal Palac..,England-Premier-League,EPL,3,91,-,-,-,5.74
2788,Lee Chung-yong,2013/2014,Bolton,England-Championship,EC,45,2959,79,15,64,6.83
2789,Lee Chung-yong,2014,South Korea,International-FIFA-World-Cup,WC,3,244,5,-,5,6.87
2790,Lee Chung-yong,2011/2012,Bolton,England-Premier-League,EPL,2,17,1,-,1,6.07
2791,Lee Chung-yong,2010/2011,Bolton,England-Premier-League,EPL,31,2201,44,13,31,6.93
2792,Lee Chung-yong,2009/2010,Bolton,England-Premier-League,EPL,34,2414,56,20,36,7.0
2793,Koo Ja-cheol,2017/2018,Augsburg,Germany-Bundesliga,GB,28,2051,11,-,11,6.68
2794,Koo Ja-cheol,2016/2017,Augsburg,Germany-Bundesliga,GB,23,1817,18,-,18,6.7
2795,Koo Ja-cheol,2015/2016,Mainz 05,Germany-Bundesliga,GB,2,17,-,-,-,6.08
2796,Koo Ja-cheol,2015/2016,Augsburg,Germany-Bundesliga,GB,27,2081,28,2,26,7.2
2797,Koo Ja-cheol,2015/2016,Augsburg,Europe-UEFA-Europa-League,UEL,8,404,6,2,4,6.56
2798,Koo Ja-cheol,2014/2015,Mainz 05,Germany-Bundesliga,GB,23,1487,14,-,14,7.04
2799,Koo Ja-cheol,2013/2014,Wolfsburg,Germany-Bundesliga,GB,10,594,5,-,5,6.45
2800,Koo Ja-cheol,2013/2014,Mainz 05,Germany-Bundesliga,GB,14,757,15,-,15,7.08
2801,Koo Ja-cheol,2014,South Korea,International-FIFA-World-Cup,WC,3,270,1,-,1,6.79
2802,Koo Ja-cheol,2012/2013,Augsburg,Germany-Bundesliga,GB,21,1601,31,11,20,7.12
2803,Koo Ja-cheol,2011/2012,Augsburg,Germany-Bundesliga,GB,15,1251,12,-,12,7.23
2804,Koo Ja-cheol,2011/2012,Wolfsburg,Germany-Bundesliga,GB,12,569,7,1,6,6.43
2805,Koo Ja-cheol,2010/2011,Wolfsburg,Germany-Bundesliga,GB,10,299,3,1,2,6.36
2806,Jimmy Durmaz,2017/2018,Toulouse,France-Ligue-1,FL1,20,1032,22,6,16,6.61
2807,Jimmy Durmaz,2016/2017,Toulouse,France-Ligue-1,FL1,27,1525,20,5,15,6.51
2808,Jimmy Durmaz,2015/2016,Olympiacos,Europe-UEFA-Europa-League,UEL,2,135,4,1,3,6.79
2809,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Champions-League,UCL,1,21,1,-,1,6.25
2810,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Europa-League,UEL,2,84,-,-,-,6.38
2811,Jimmy Durmaz,2016,Sweden,International-European-Championship,UEC,2,31,-,-,-,6.07
2812,Axel Witsel,2018,Tianjin Quanj..,China-Super-league,CSl,9,805,4,1,3,6.95
2813,Axel Witsel,2017,Tianjin Quanj..,China-Super-league,CSl,27,2417,32,7,25,6.98
2814,Axel Witsel,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,16,1286,8,-,8,7.04
2815,Axel Witsel,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,540,5,1,4,7.21
2816,Axel Witsel,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,29,2470,23,1,22,6.91
2817,Axel Witsel,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,630,3,-,3,7.36
2818,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,442,2,-,2,6.84
2819,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,518,3,-,3,6.9
2820,Axel Witsel,2014/2015,Zenit St. Pet..,Russia-Premier-League,RPL,28,2304,19,-,19,7.06
2821,Axel Witsel,2016,Belgium,International-European-Championship,UEC,5,450,7,-,7,7.24
2822,Axel Witsel,2013/2014,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,575,2,2,-,6.85
2823,Axel Witsel,2013/2014,Zenit St. Pet..,Russia-Premier-League,RPL,29,2489,29,2,27,7.18
2824,Axel Witsel,2014,Belgium,International-FIFA-World-Cup,WC,4,360,4,-,4,7.15
2825,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,360,1,-,1,7.09
2826,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,450,5,-,5,6.92
2827,Axel Witsel,2011/2012,Benfica,Europe-UEFA-Champions-League,UCL,10,900,17,-,17,7.2
2828,Axel Witsel,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,6,534,6,-,6,7.15
2829,Gabriel Torres,2015,Colorado Rapi..,USA-Major-League-Soccer,UMLS,25,1597,24,3,21,6.53
2830,Gabriel Torres,2014,Colorado Rapi..,USA-Major-League-Soccer,UMLS,23,1091,21,4,17,6.43
2831,Gabriel Torres,2013,Colorado Rapi..,USA-Major-League-Soccer,UMLS,8,597,7,1,6,6.85
2832,Syam Ben Youssef,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,26,2146,6,2,4,6.75
2833,Syam Ben Youssef,2016/2017,Caen,France-Ligue-1,FL1,17,1291,1,-,1,6.81
2834,Syam Ben Youssef,2015/2016,Caen,France-Ligue-1,FL1,18,1477,7,3,4,7.25
2835,Syam Ben Youssef,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,4,360,1,-,1,7.3
2836,Syam Ben Youssef,2014/2015,Astra Giurgiu,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,6.69
2837,Ahmed Akaïchi,2015,Tunisia,,ACoN,4,321,3,-,3,6.95
2838,David Ospina,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,10,900,-,-,-,6.94
2839,David Ospina,2017/2018,Arsenal,England-Premier-League,EPL,5,380,-,-,-,6.95
2840,David Ospina,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,6.69
2841,David Ospina,2016/2017,Arsenal,England-Premier-League,EPL,2,142,-,-,-,6.17
2842,David Ospina,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,6.04
2843,David Ospina,2015/2016,Arsenal,England-Premier-League,EPL,4,360,-,-,-,7.11
2844,David Ospina,2015,Colombia,International-Copa-America,ICA,4,360,-,-,-,7.27
2845,David Ospina,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,3,208,-,-,-,6.69
2846,David Ospina,2014/2015,Arsenal,England-Premier-League,EPL,18,1620,2,2,-,7.06
2847,David Ospina,2013/2014,Nice,France-Ligue-1,FL1,29,2572,-,-,-,7.28
2848,David Ospina,2014,Colombia,International-FIFA-World-Cup,WC,5,445,-,-,-,7.17
2849,David Ospina,2012/2013,Nice,France-Ligue-1,FL1,26,2298,-,-,-,6.72
2850,David Ospina,2011/2012,Nice,France-Ligue-1,FL1,37,3263,2,1,1,7.03
2851,David Ospina,2010/2011,Nice,France-Ligue-1,FL1,35,3091,3,3,-,6.96
2852,David Ospina,2009/2010,Nice,France-Ligue-1,FL1,37,3276,5,5,-,6.87
2853,Camilo Vargas,2016,Argentinos Ju..,,APD,6,540,-,-,-,6.17
2854,Maya Yoshida,2017/2018,Southampton,England-Premier-League,EPL,24,2051,5,-,5,6.86
2855,Maya Yoshida,2016/2017,Southampton,England-Premier-League,EPL,23,2070,4,-,4,7.03
2856,Maya Yoshida,2016/2017,Southampton,Europe-UEFA-Europa-League,UEL,6,540,1,-,1,7.2
2857,Maya Yoshida,2015/2016,Southampton,England-Premier-League,EPL,20,1016,-,-,-,6.48
2858,Maya Yoshida,2014/2015,Southampton,England-Premier-League,EPL,22,1691,4,1,3,6.9
2859,Maya Yoshida,2013/2014,Southampton,England-Premier-League,EPL,8,632,1,-,1,6.99
2860,Maya Yoshida,2014,Japan,International-FIFA-World-Cup,WC,3,270,-,-,-,6.87
2861,Maya Yoshida,2013,Japan,International-Confederations-Cup,ICC,3,205,-,-,-,6.15
2862,Maya Yoshida,2012/2013,Southampton,England-Premier-League,EPL,32,2852,3,-,3,6.95
2863,Konstantin Rausch,2017/2018,FC Cologne,Germany-Bundesliga,GB,12,930,8,1,7,6.58
2864,Konstantin Rausch,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,6,502,6,2,4,6.4
2865,Konstantin Rausch,2017/2018,Dinamo Moscow,Russia-Premier-League,RPL,10,839,10,3,7,6.37
2866,Konstantin Rausch,2016/2017,FC Cologne,Germany-Bundesliga,GB,28,1937,29,4,25,6.72
2867,Konstantin Rausch,2015/2016,Darmstadt,Germany-Bundesliga,GB,31,2129,35,11,24,6.61
2868,Konstantin Rausch,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,4,72,-,-,-,6.11
2869,Konstantin Rausch,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,21,1496,15,8,7,6.67
2870,Konstantin Rausch,2012/2013,Hannover 96,Germany-Bundesliga,GB,30,2340,18,5,13,6.83
2871,Konstantin Rausch,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,7,465,2,2,-,6.76
2872,Konstantin Rausch,2011/2012,Hannover 96,Germany-Bundesliga,GB,33,2085,32,10,22,6.64
2873,Konstantin Rausch,2010/2011,Hannover 96,Germany-Bundesliga,GB,34,2844,29,9,20,6.77
2874,Konstantin Rausch,2009/2010,Hannover 96,Germany-Bundesliga,GB,26,1702,8,2,6,6.41
2875,Karim Ansarifard,2016/2017,Olympiacos,Europe-UEFA-Europa-League,UEL,4,273,2,-,2,7.06
