,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating
2702,Domagoj Vida,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,513,9,7,2,6.03
2703,Domagoj Vida,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,1,76,2,2,-,7.38
2704,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,21,14,7,6.75
2705,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,4,1,3,5.93
2706,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,13,6,7,6.81
2707,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,14,9,5,6.61
2708,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,2,1,1,6.75
2709,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,5,2,3,6.07
2710,Milan Badelj,2017/2018,Fiorentina,Italy-Serie-A,ISA,27,2355,56,25,31,7.12
2711,Milan Badelj,2016/2017,Fiorentina,Italy-Serie-A,ISA,33,2513,55,29,26,6.92
2712,Milan Badelj,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,6,514,13,9,4,7.46
2713,Milan Badelj,2015/2016,Fiorentina,Italy-Serie-A,ISA,27,2138,29,18,11,7.13
2714,Milan Badelj,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,7,406,4,4,-,6.61
2715,Milan Badelj,2014/2015,Fiorentina,Italy-Serie-A,ISA,21,1549,30,19,11,7.14
2716,Milan Badelj,2014/2015,Hamburger SV,Germany-Bundesliga,GB,2,180,7,3,4,7.15
2717,Milan Badelj,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,13,859,10,6,4,6.94
2718,Milan Badelj,2016,Croatia,International-European-Championship,UEC,4,360,8,2,6,7.09
2719,Milan Badelj,2013/2014,Hamburger SV,Germany-Bundesliga,GB,29,2411,77,38,39,7.5
2720,Milan Badelj,2012/2013,Hamburger SV,Germany-Bundesliga,GB,31,2506,84,41,43,7.49
2721,Milan Badelj,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,452,5,-,5,6.51
2722,Aron Gunnarsson,2017/2018,Cardiff,England-Championship,EC,20,1500,51,26,25,7.02
2723,Aron Gunnarsson,2016/2017,Cardiff,England-Championship,EC,40,3593,128,84,44,7.08
2724,Aron Gunnarsson,2015/2016,Cardiff,England-Championship,EC,28,1529,74,40,34,6.75
2725,Aron Gunnarsson,2014/2015,Cardiff,England-Championship,EC,45,3621,137,75,62,7.0
2726,Aron Gunnarsson,2016,Iceland,International-European-Championship,UEC,5,426,8,6,2,6.82
2727,Aron Gunnarsson,2013/2014,Cardiff,England-Premier-League,EPL,23,1540,70,28,42,6.5
2728,Fagner,2018,Corinthians,Brazil-Brasileirão,BSA,3,189,2,1,1,7.09
2729,Fagner,2017,Corinthians,Brazil-Brasileirão,BSA,31,2790,53,23,30,7.24
2730,Fagner,2016,Corinthians,Brazil-Brasileirão,BSA,33,2968,70,21,49,7.1
2731,Fagner,2015,Corinthians,Brazil-Brasileirão,BSA,26,2176,40,19,21,7.01
2732,Fagner,2014,Corinthians,Brazil-Brasileirão,BSA,35,2982,36,18,18,6.87
2733,Fagner,2013,Vasco da Gama,Brazil-Brasileirão,BSA,26,2098,51,17,34,6.81
2734,Fagner,2012/2013,Wolfsburg,Germany-Bundesliga,GB,26,2083,38,12,26,7.27
2735,Rodney Wallace,2018,New York City..,USA-Major-League-Soccer,UMLS,8,419,23,6,17,6.46
2736,Rodney Wallace,2017,New York City..,USA-Major-League-Soccer,UMLS,28,2082,71,22,49,6.92
2737,Rodney Wallace,2016,Sport Recife,Brazil-Brasileirão,BSA,24,1839,45,23,22,6.91
2738,Rodney Wallace,2015,Portland Timb..,USA-Major-League-Soccer,UMLS,37,2420,104,47,57,6.79
2739,Rodney Wallace,2014,Portland Timb..,USA-Major-League-Soccer,UMLS,17,1058,53,23,30,6.89
2740,Rodney Wallace,2013,Portland Timb..,USA-Major-League-Soccer,UMLS,31,2273,113,47,66,7.17
2741,Johan Venegas,2017,Minnesota Uni..,USA-Major-League-Soccer,UMLS,22,1229,26,11,15,6.34
2742,Johan Venegas,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,25,761,11,5,6,6.28
2743,Johan Venegas,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,14,769,24,12,12,6.39
2744,Marco Reus,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,935,16,3,13,7.39
2745,Marco Reus,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,229,5,1,4,6.13
2746,Marco Reus,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,17,1190,18,7,11,7.15
2747,Marco Reus,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,291,3,1,2,7.83
2748,Marco Reus,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,26,1927,27,8,19,7.2
2749,Marco Reus,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,10,744,6,2,4,7.4
2750,Marco Reus,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,20,1571,49,15,34,7.54
2751,Marco Reus,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,341,5,-,5,7.69
2752,Marco Reus,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,769,11,4,7,7.62
2753,Marco Reus,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,30,2221,96,28,68,7.91
2754,Marco Reus,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,32,2356,75,30,45,7.61
2755,Marco Reus,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1079,27,5,22,7.51
2756,Marco Reus,2012,Germany,International-European-Championship,UEC,2,125,-,-,-,7.24
2757,Marco Reus,2011/2012,Borussia M.Gl..,Germany-Bundesliga,GB,32,2782,36,5,31,7.99
2758,Marco Reus,2010/2011,Borussia M.Gl..,Germany-Bundesliga,GB,32,2857,30,13,17,7.35
2759,Marco Reus,2009/2010,Borussia M.Gl..,Germany-Bundesliga,GB,33,2471,16,5,11,7.14
2760,Nils Petersen,2017/2018,Freiburg,Germany-Bundesliga,GB,32,2240,247,91,156,6.95
2761,Nils Petersen,2016/2017,Freiburg,Germany-Bundesliga,GB,33,1233,238,103,135,6.69
2762,Nils Petersen,2015/2016,Freiburg,Germany-Bundesliga-II,GB2,32,2333,336,146,190,7.42
2763,Nils Petersen,2014/2015,Werder Bremen,Germany-Bundesliga,GB,7,222,36,22,14,6.38
2764,Nils Petersen,2014/2015,Freiburg,Germany-Bundesliga,GB,12,507,69,34,35,7.08
2765,Nils Petersen,2013/2014,Werder Bremen,Germany-Bundesliga,GB,28,1637,307,127,180,6.87
2766,Nils Petersen,2012/2013,Werder Bremen,Germany-Bundesliga,GB,34,2749,218,69,149,7.0
2767,Nils Petersen,2011/2012,Bayern Munich,Germany-Bundesliga,GB,9,228,16,8,8,6.49
2768,Nils Petersen,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,127,4,1,3,6.3
2769,Miguel Layún,2017/2018,Sevilla,Spain-La-Liga,SLL,16,1181,26,15,11,6.73
2770,Miguel Layún,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,7,259,5,4,1,6.37
2771,Miguel Layún,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,2,109,1,1,-,7.13
2772,Miguel Layún,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,16,1079,13,9,4,7.14
2773,Miguel Layún,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,432,4,1,3,6.76
2774,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,180,2,-,2,6.65
2775,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,6,460,14,5,9,7.59
2776,Miguel Layún,2015/2016,Watford,England-Premier-League,EPL,3,132,1,-,1,6.66
2777,Miguel Layún,2014/2015,Watford,England-Championship,EC,17,1169,18,8,10,6.49
2778,Miguel Layún,2014,Mexico,International-FIFA-World-Cup,WC,4,360,1,-,1,6.77
2779,Miguel Layún,2009/2010,Atalanta,Italy-Serie-A,ISA,2,31,1,1,-,6.51
2780,Carlos Vela,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,11,4,7,7.79
2781,Carlos Vela,2017/2018,Real Sociedad,Spain-La-Liga,SLL,13,375,10,7,3,6.53
2782,Carlos Vela,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,2,118,-,-,-,7.26
2783,Carlos Vela,2016/2017,Real Sociedad,Spain-La-Liga,SLL,35,2562,40,9,31,7.07
2784,Carlos Vela,2015/2016,Real Sociedad,Spain-La-Liga,SLL,35,2765,49,18,31,6.81
2785,Carlos Vela,2014/2015,Real Sociedad,Spain-La-Liga,SLL,29,2061,37,4,33,6.85
2786,Carlos Vela,2013/2014,Real Sociedad,Spain-La-Liga,SLL,37,3116,64,25,39,7.42
2787,Carlos Vela,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,525,16,3,13,6.39
2788,Carlos Vela,2012/2013,Real Sociedad,Spain-La-Liga,SLL,35,2715,59,22,37,7.4
2789,Carlos Vela,2011/2012,Real Sociedad,Spain-La-Liga,SLL,35,2488,56,14,42,7.09
2790,Carlos Vela,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,4,87,3,-,3,6.56
2791,Carlos Vela,2010/2011,Arsenal,England-Premier-League,EPL,4,60,1,-,1,6.36
2792,Carlos Vela,2010/2011,West Bromwich..,England-Premier-League,EPL,8,317,8,2,6,6.61
2793,Carlos Vela,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,4,209,2,-,2,6.34
2794,Carlos Vela,2009/2010,Arsenal,England-Premier-League,EPL,11,227,8,1,7,6.3
2795,Lee Chung-yong,2017/2018,Crystal Palac..,England-Premier-League,EPL,7,132,6,2,4,5.98
2796,Lee Chung-yong,2016/2017,Crystal Palac..,England-Premier-League,EPL,15,466,15,5,10,6.27
2797,Lee Chung-yong,2015/2016,Crystal Palac..,England-Premier-League,EPL,13,387,13,5,8,6.4
2798,Lee Chung-yong,2014/2015,Bolton,England-Championship,EC,23,1987,67,25,42,6.99
2799,Lee Chung-yong,2014/2015,Crystal Palac..,England-Premier-League,EPL,3,91,2,-,2,5.74
2800,Lee Chung-yong,2013/2014,Bolton,England-Championship,EC,45,2959,87,34,53,6.83
2801,Lee Chung-yong,2014,South Korea,International-FIFA-World-Cup,WC,3,244,5,3,2,6.87
2802,Lee Chung-yong,2011/2012,Bolton,England-Premier-League,EPL,2,17,1,1,-,6.07
2803,Lee Chung-yong,2010/2011,Bolton,England-Premier-League,EPL,31,2201,58,26,32,6.93
2804,Lee Chung-yong,2009/2010,Bolton,England-Premier-League,EPL,34,2414,68,32,36,7.0
2805,Koo Ja-cheol,2017/2018,Augsburg,Germany-Bundesliga,GB,28,2051,114,55,59,6.68
2806,Koo Ja-cheol,2016/2017,Augsburg,Germany-Bundesliga,GB,23,1817,132,58,74,6.7
2807,Koo Ja-cheol,2015/2016,Mainz 05,Germany-Bundesliga,GB,2,17,3,1,2,6.08
2808,Koo Ja-cheol,2015/2016,Augsburg,Germany-Bundesliga,GB,27,2081,125,70,55,7.2
2809,Koo Ja-cheol,2015/2016,Augsburg,Europe-UEFA-Europa-League,UEL,8,404,19,10,9,6.56
2810,Koo Ja-cheol,2014/2015,Mainz 05,Germany-Bundesliga,GB,23,1487,196,90,106,7.04
2811,Koo Ja-cheol,2013/2014,Wolfsburg,Germany-Bundesliga,GB,10,594,16,4,12,6.45
2812,Koo Ja-cheol,2013/2014,Mainz 05,Germany-Bundesliga,GB,14,757,57,23,34,7.08
2813,Koo Ja-cheol,2014,South Korea,International-FIFA-World-Cup,WC,3,270,14,9,5,6.79
2814,Koo Ja-cheol,2012/2013,Augsburg,Germany-Bundesliga,GB,21,1601,65,33,32,7.12
2815,Koo Ja-cheol,2011/2012,Augsburg,Germany-Bundesliga,GB,15,1251,36,12,24,7.23
2816,Koo Ja-cheol,2011/2012,Wolfsburg,Germany-Bundesliga,GB,12,569,21,4,17,6.43
2817,Koo Ja-cheol,2010/2011,Wolfsburg,Germany-Bundesliga,GB,10,299,3,2,1,6.36
2818,Jimmy Durmaz,2017/2018,Toulouse,France-Ligue-1,FL1,20,1032,18,10,8,6.61
2819,Jimmy Durmaz,2016/2017,Toulouse,France-Ligue-1,FL1,27,1525,19,8,11,6.51
2820,Jimmy Durmaz,2015/2016,Olympiacos,Europe-UEFA-Europa-League,UEL,2,135,4,1,3,6.79
2821,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Champions-League,UCL,1,21,-,-,-,6.25
2822,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Europa-League,UEL,2,84,1,1,-,6.38
2823,Jimmy Durmaz,2016,Sweden,International-European-Championship,UEC,2,31,2,1,1,6.07
2824,Axel Witsel,2018,Tianjin Quanj..,China-Super-league,CSl,9,805,36,22,14,6.95
2825,Axel Witsel,2017,Tianjin Quanj..,China-Super-league,CSl,27,2417,71,40,31,6.98
2826,Axel Witsel,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,16,1286,27,21,6,7.04
2827,Axel Witsel,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,540,10,8,2,7.21
2828,Axel Witsel,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,29,2470,79,52,27,6.91
2829,Axel Witsel,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,630,22,19,3,7.36
2830,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,442,31,19,12,6.84
2831,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,518,13,3,10,6.9
2832,Axel Witsel,2014/2015,Zenit St. Pet..,Russia-Premier-League,RPL,28,2304,98,66,32,7.06
2833,Axel Witsel,2016,Belgium,International-European-Championship,UEC,5,450,19,11,8,7.24
2834,Axel Witsel,2013/2014,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,575,30,19,11,6.85
2835,Axel Witsel,2013/2014,Zenit St. Pet..,Russia-Premier-League,RPL,29,2489,111,79,32,7.18
2836,Axel Witsel,2014,Belgium,International-FIFA-World-Cup,WC,4,360,13,10,3,7.15
2837,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,360,12,6,6,7.09
2838,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,450,13,8,5,6.92
2839,Axel Witsel,2011/2012,Benfica,Europe-UEFA-Champions-League,UCL,10,900,22,14,8,7.2
2840,Axel Witsel,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,6,534,13,6,7,7.15
2841,Gabriel Torres,2015,Colorado Rapi..,USA-Major-League-Soccer,UMLS,25,1597,38,10,28,6.53
2842,Gabriel Torres,2014,Colorado Rapi..,USA-Major-League-Soccer,UMLS,23,1091,15,3,12,6.43
2843,Gabriel Torres,2013,Colorado Rapi..,USA-Major-League-Soccer,UMLS,8,597,9,1,8,6.85
2844,Syam Ben Youssef,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,26,2146,84,51,33,6.75
2845,Syam Ben Youssef,2016/2017,Caen,France-Ligue-1,FL1,17,1291,76,57,19,6.81
2846,Syam Ben Youssef,2015/2016,Caen,France-Ligue-1,FL1,18,1477,86,64,22,7.25
2847,Syam Ben Youssef,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,4,360,25,17,8,7.3
2848,Syam Ben Youssef,2014/2015,Astra Giurgiu,Europe-UEFA-Europa-League,UEL,6,540,25,17,8,6.69
2849,Ahmed Akaïchi,2015,Tunisia,,ACoN,4,321,8,3,5,6.95
2850,David Ospina,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,10,900,2,1,1,6.94
2851,David Ospina,2017/2018,Arsenal,England-Premier-League,EPL,5,380,5,5,-,6.95
2852,David Ospina,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,4,3,1,6.69
2853,David Ospina,2016/2017,Arsenal,England-Premier-League,EPL,2,142,1,1,-,6.17
2854,David Ospina,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,1,1,-,6.04
2855,David Ospina,2015/2016,Arsenal,England-Premier-League,EPL,4,360,-,-,-,7.11
2856,David Ospina,2015,Colombia,International-Copa-America,ICA,4,360,-,-,-,7.27
2857,David Ospina,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,3,208,-,-,-,6.69
2858,David Ospina,2014/2015,Arsenal,England-Premier-League,EPL,18,1620,2,2,-,7.06
2859,David Ospina,2013/2014,Nice,France-Ligue-1,FL1,29,2572,15,15,-,7.28
2860,David Ospina,2014,Colombia,International-FIFA-World-Cup,WC,5,445,-,-,-,7.17
2861,David Ospina,2012/2013,Nice,France-Ligue-1,FL1,26,2298,4,3,1,6.72
2862,David Ospina,2011/2012,Nice,France-Ligue-1,FL1,37,3263,1,1,-,7.03
2863,David Ospina,2010/2011,Nice,France-Ligue-1,FL1,35,3091,3,3,-,6.96
2864,David Ospina,2009/2010,Nice,France-Ligue-1,FL1,37,3276,4,4,-,6.87
2865,Camilo Vargas,2016,Argentinos Ju..,,APD,6,540,4,2,2,6.17
2866,Maya Yoshida,2017/2018,Southampton,England-Premier-League,EPL,24,2051,106,67,39,6.86
2867,Maya Yoshida,2016/2017,Southampton,England-Premier-League,EPL,23,2070,131,75,56,7.03
2868,Maya Yoshida,2016/2017,Southampton,Europe-UEFA-Europa-League,UEL,6,540,23,17,6,7.2
2869,Maya Yoshida,2015/2016,Southampton,England-Premier-League,EPL,20,1016,32,22,10,6.48
2870,Maya Yoshida,2014/2015,Southampton,England-Premier-League,EPL,22,1691,65,48,17,6.9
2871,Maya Yoshida,2013/2014,Southampton,England-Premier-League,EPL,8,632,38,28,10,6.99
2872,Maya Yoshida,2014,Japan,International-FIFA-World-Cup,WC,3,270,14,12,2,6.87
2873,Maya Yoshida,2013,Japan,International-Confederations-Cup,ICC,3,205,6,5,1,6.15
2874,Maya Yoshida,2012/2013,Southampton,England-Premier-League,EPL,32,2852,146,92,54,6.95
2875,Konstantin Rausch,2017/2018,FC Cologne,Germany-Bundesliga,GB,12,930,22,11,11,6.58
2876,Konstantin Rausch,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,6,502,5,3,2,6.4
2877,Konstantin Rausch,2017/2018,Dinamo Moscow,Russia-Premier-League,RPL,10,839,14,4,10,6.37
2878,Konstantin Rausch,2016/2017,FC Cologne,Germany-Bundesliga,GB,28,1937,34,16,18,6.72
2879,Konstantin Rausch,2015/2016,Darmstadt,Germany-Bundesliga,GB,31,2129,55,23,32,6.61
2880,Konstantin Rausch,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,4,72,4,1,3,6.11
2881,Konstantin Rausch,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,21,1496,48,24,24,6.67
2882,Konstantin Rausch,2012/2013,Hannover 96,Germany-Bundesliga,GB,30,2340,37,15,22,6.83
2883,Konstantin Rausch,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,7,465,15,10,5,6.76
2884,Konstantin Rausch,2011/2012,Hannover 96,Germany-Bundesliga,GB,33,2085,41,6,35,6.64
2885,Konstantin Rausch,2010/2011,Hannover 96,Germany-Bundesliga,GB,34,2844,42,8,34,6.77
2886,Konstantin Rausch,2009/2010,Hannover 96,Germany-Bundesliga,GB,26,1702,5,1,4,6.41
2887,Karim Ansarifard,2016/2017,Olympiacos,Europe-UEFA-Europa-League,UEL,4,273,25,9,16,7.06
2888,Karim Ansarifard,2014,Iran,International-FIFA-World-Cup,WC,1,22,-,-,-,5.74
2889,Romain Saïss,2017/2018,Wolverhampton..,England-Championship,EC,42,3398,113,70,43,7.09
2890,Romain Saïss,2016/2017,Wolverhampton..,England-Championship,EC,24,1728,86,59,27,6.85
2891,Romain Saïss,2015/2016,Angers,France-Ligue-1,FL1,35,3107,113,69,44,7.13
2892,Younès Belhanda,2017/2018,Galatasaray,Turkey-Super-Lig,TS,30,2445,35,19,16,7.39
2893,Younès Belhanda,2016/2017,Nice,France-Ligue-1,FL1,31,2541,34,16,18,6.8
2894,Younès Belhanda,2016/2017,Nice,Europe-UEFA-Europa-League,UEL,5,268,7,3,4,6.16
2895,Younès Belhanda,2015/2016,Schalke 04,Germany-Bundesliga,GB,15,813,16,10,6,6.87
2896,Younès Belhanda,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,2,178,1,-,1,6.86
2897,Younès Belhanda,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,2,31,-,-,-,6.13
2898,Younès Belhanda,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,9,596,9,4,5,6.75
2899,Younès Belhanda,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,7,530,12,2,10,6.83
2900,Younès Belhanda,2012/2013,Montpellier,Europe-UEFA-Champions-League,UCL,6,451,12,6,6,6.62
2901,Younès Belhanda,2012/2013,Montpellier,France-Ligue-1,FL1,29,2424,66,25,41,6.89
2902,Younès Belhanda,2011/2012,Montpellier,France-Ligue-1,FL1,28,2241,24,9,15,7.14
2903,Younès Belhanda,2010/2011,Montpellier,France-Ligue-1,FL1,36,2596,58,26,32,6.8
2904,Younès Belhanda,2009/2010,Montpellier,France-Ligue-1,FL1,33,1865,61,25,36,6.57
2905,Mehdi Carcela,2017/2018,Olympiacos,Europe-UEFA-Champions-League,UCL,4,268,6,3,3,6.39
2906,Mehdi Carcela,2016/2017,Granada,Spain-La-Liga,SLL,22,1753,27,10,17,6.87
2907,Mehdi Carcela,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,4,140,5,1,4,6.3
2908,Mehdi Carcela,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,1,56,-,-,-,6.56
2909,Mehdi Carcela,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,186,13,4,9,6.47
2910,Mehdi Carcela,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,3,115,3,1,2,6.16
2911,Mehdi Carcela,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,10,362,9,1,8,6.16
2912,Mehdi Carcela,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,5,395,4,2,2,6.9
2913,Nacho,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2073,66,38,28,6.9
2914,Nacho,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,8,595,17,10,7,7.17
2915,Nacho,2016/2017,Real Madrid,Spain-La-Liga,SLL,28,2302,70,42,28,7.01
2916,Nacho,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,4,315,10,3,7,6.89
2917,Nacho,2015/2016,Real Madrid,Spain-La-Liga,SLL,16,1153,36,25,11,6.98
2918,Nacho,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,358,4,2,2,6.99
2919,Nacho,2014/2015,Real Madrid,Spain-La-Liga,SLL,14,636,18,9,9,6.83
2920,Nacho,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,200,3,2,1,6.51
2921,Nacho,2013/2014,Real Madrid,Spain-La-Liga,SLL,12,812,16,9,7,6.8
2922,Nacho,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,3,242,11,7,4,7.64
2923,Nacho,2013,Spain U21,International-EURO-U-21,IEU,1,90,1,-,1,6.89
2924,Nacho,2012/2013,Real Madrid,Spain-La-Liga,SLL,9,556,25,14,11,6.94
2925,Nacho,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,7.23
2926,Nacho,2010/2011,Real Madrid,Spain-La-Liga,SLL,2,145,2,1,1,6.73
2927,Henrik Dalsgaard,2017/2018,Brentford,England-Championship,EC,29,2541,169,90,79,6.98
2928,Henrik Dalsgaard,2014/2015,AaB,Europe-UEFA-Europa-League,UEL,8,700,13,5,8,6.83
2929,Pedro Gallese,2015,Peru,,ICA,6,540,3,3,-,6.85
2930,Luis Advíncula,2016/2017,Newells Old B..,Argentina-Primera-División,APD,14,1187,15,8,7,6.99
2931,Luis Advíncula,2016,Newells Old B..,Argentina-Primera-División,APD,15,1264,21,10,11,6.76
2932,Luis Advíncula,2015/2016,Bursaspor,Turkey-Super-Lig,TS,12,1022,16,8,8,6.65
2933,Luis Advíncula,2015,Peru,International-Copa-America,ICA,6,540,10,5,5,7.14
2934,Luis Advíncula,2013,Ponte Preta,Brazil-Brasileirão,BSA,4,242,3,2,1,6.39
2935,Luis Advíncula,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,78,2,-,2,6.17
2936,Yoshimar Yotún,2018,Orlando City,USA-Major-League-Soccer,UMLS,10,891,10,5,5,7.47
2937,Yoshimar Yotún,2017,Orlando City,USA-Major-League-Soccer,UMLS,10,887,8,3,5,7.33
2938,Yoshimar Yotún,2017,Malmoe FF,Sweden-Allsvenskan,SA,15,1238,28,9,19,7.47
2939,Yoshimar Yotún,2016,Malmoe FF,Sweden-Allsvenskan,SA,19,1164,26,15,11,7.01
2940,Yoshimar Yotún,2015/2016,Malmoe FF,Europe-UEFA-Champions-League,UCL,4,303,1,-,1,6.25
2941,Yoshimar Yotún,2015,Peru,International-Copa-America,ICA,6,143,2,1,1,6.37
2942,Yoshimar Yotún,2013,Vasco da Gama,Brazil-Brasileirão,BSA,23,2000,36,19,17,6.83
2943,Lovre Kalinic,2016/2017,Gent,,UEL,4,360,-,-,-,6.27
2944,Thomas Müller,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,1966,84,34,50,7.28
2945,Thomas Müller,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,734,39,18,21,7.06
2946,Thomas Müller,2016/2017,Bayern Munich,Germany-Bundesliga,GB,29,2265,119,52,67,7.3
2947,Thomas Müller,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,433,20,11,9,6.75
2948,Thomas Müller,2015/2016,Bayern Munich,Germany-Bundesliga,GB,31,2345,131,52,79,7.5
2949,Thomas Müller,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,896,42,15,27,7.14
2950,Thomas Müller,2014/2015,Bayern Munich,Germany-Bundesliga,GB,32,2374,150,61,89,7.27
2951,Thomas Müller,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,778,33,9,24,7.59
2952,Thomas Müller,2016,Germany,International-European-Championship,UEC,6,540,30,13,17,7.2
2953,Thomas Müller,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,710,21,10,11,6.89
2954,Thomas Müller,2013/2014,Bayern Munich,Germany-Bundesliga,GB,31,2173,140,50,90,7.36
2955,Thomas Müller,2014,Germany,International-FIFA-World-Cup,WC,7,622,28,13,15,7.72
2956,Thomas Müller,2012/2013,Bayern Munich,Germany-Bundesliga,GB,28,2102,80,42,38,7.69
2957,Thomas Müller,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1047,54,29,25,7.53
2958,Thomas Müller,2012,Germany,International-European-Championship,UEC,5,306,5,4,1,6.46
2959,Thomas Müller,2011/2012,Bayern Munich,Germany-Bundesliga,GB,34,2702,79,29,50,7.31
2960,Thomas Müller,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,694,16,7,9,7.13
