,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Unsuccessful,Successful,Total_Dribbles,Rating
2450,Nicolás Lodeiro,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,4,175,1,1,2,6.49
2451,Fayçal Fajr,2017/2018,Getafe,Spain-La-Liga,SLL,31,2384,8,19,27,6.84
2452,Fayçal Fajr,2016/2017,Deportivo La ..,Spain-La-Liga,SLL,24,1205,7,6,13,6.36
2453,Fayçal Fajr,2015/2016,Deportivo La ..,Spain-La-Liga,SLL,38,2841,22,12,34,6.81
2454,Fayçal Fajr,2014/2015,Elche,Spain-La-Liga,SLL,34,2568,32,17,49,6.86
2455,Fayçal Fajr,2011/2012,Caen,France-Ligue-1,FL1,13,748,2,4,6,6.44
2456,Adrien Silva,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,3,224,-,-,-,7.24
2457,Adrien Silva,2017/2018,Leicester,England-Premier-League,EPL,12,763,2,6,8,6.4
2458,Adrien Silva,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,27,2160,10,21,31,7.11
2459,Adrien Silva,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,5,375,4,4,8,7.11
2460,Adrien Silva,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,367,1,6,7,6.86
2461,Adrien Silva,2014/2015,Sporting CP,Europe-UEFA-Champions-League,UCL,6,531,11,8,19,7.11
2462,Adrien Silva,2014/2015,Sporting CP,Europe-UEFA-Europa-League,UEL,2,154,-,6,6,7.23
2463,Adrien Silva,2016,Portugal,International-European-Championship,UEC,4,309,2,5,7,6.62
2464,Adrien Silva,2012/2013,Sporting CP,Europe-UEFA-Europa-League,UEL,2,98,2,-,2,6.6
2465,Sergio Busquets,2017/2018,Barcelona,Spain-La-Liga,SLL,31,2600,5,18,23,7.25
2466,Sergio Busquets,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,10,768,-,5,5,7.01
2467,Sergio Busquets,2016/2017,Barcelona,Spain-La-Liga,SLL,33,2693,3,18,21,7.02
2468,Sergio Busquets,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,691,1,4,5,7.0
2469,Sergio Busquets,2015/2016,Barcelona,Spain-La-Liga,SLL,35,2906,-,11,11,7.28
2470,Sergio Busquets,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,725,-,3,3,7.29
2471,Sergio Busquets,2014/2015,Barcelona,Spain-La-Liga,SLL,33,2492,6,15,21,7.24
2472,Sergio Busquets,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,10,788,1,4,5,7.1
2473,Sergio Busquets,2016,Spain,International-European-Championship,UEC,4,360,-,1,1,6.84
2474,Sergio Busquets,2013/2014,Barcelona,Spain-La-Liga,SLL,32,2656,8,24,32,7.21
2475,Sergio Busquets,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,9,793,1,9,10,7.51
2476,Sergio Busquets,2014,Spain,International-FIFA-World-Cup,WC,2,180,-,-,-,5.92
2477,Sergio Busquets,2013,Spain,International-Confederations-Cup,ICC,4,360,-,3,3,6.94
2478,Sergio Busquets,2012/2013,Barcelona,Spain-La-Liga,SLL,31,2250,4,21,25,7.22
2479,Sergio Busquets,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,8,718,-,4,4,6.96
2480,Sergio Busquets,2012,Spain,International-European-Championship,UEC,6,540,1,3,4,7.36
2481,Sergio Busquets,2011/2012,Barcelona,Spain-La-Liga,SLL,31,2439,7,22,29,7.41
2482,Sergio Busquets,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,10,875,4,4,8,7.27
2483,Sergio Busquets,2010/2011,Barcelona,Spain-La-Liga,SLL,28,2298,6,21,27,7.38
2484,Sergio Busquets,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,12,1080,6,12,18,7.53
2485,Sergio Busquets,2009/2010,Barcelona,Spain-La-Liga,SLL,33,2325,4,25,29,7.19
2486,Sergio Busquets,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,9,604,1,9,10,7.13
2487,James Troisi,2016,Liaoning Hong..,China-Super-league,CSl,3,168,3,1,4,6.39
2488,James Troisi,2014,Australia,International-FIFA-World-Cup,WC,2,41,1,1,2,6.15
2489,James Troisi,2012/2013,Atalanta,Italy-Serie-A,ISA,6,196,9,2,11,6.29
2490,Robbie Kruse,2017/2018,Bochum,Germany-Bundesliga-II,GB2,30,2558,53,32,85,6.89
2491,Robbie Kruse,2017,Liaoning Hong..,China-Super-league,CSl,4,360,13,7,20,7.02
2492,Robbie Kruse,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,1,19,-,1,1,6.69
2493,Robbie Kruse,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,9,344,3,2,5,6.24
2494,Robbie Kruse,2015/2016,VfB Stuttgart,Germany-Bundesliga,GB,3,100,1,1,2,6.25
2495,Robbie Kruse,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,3,56,1,1,2,6.22
2496,Robbie Kruse,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,4,47,1,1,2,6.23
2497,Robbie Kruse,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,47,2,-,2,6.05
2498,Robbie Kruse,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,4,80,5,-,5,6.25
2499,Robbie Kruse,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,15,412,7,7,14,6.53
2500,Robbie Kruse,2012/2013,Fortuna Duess..,Germany-Bundesliga,GB,30,2561,67,52,119,6.96
2501,Jonas Lössl,2017/2018,Huddersfield,England-Premier-League,EPL,38,3420,-,3,3,6.57
2502,Jonas Lössl,2016/2017,Mainz 05,Germany-Bundesliga,GB,27,2430,-,-,-,6.52
2503,Jonas Lössl,2016/2017,Mainz 05,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,5.95
2504,Jonas Lössl,2015/2016,Guingamp,France-Ligue-1,FL1,37,3330,-,2,2,6.83
2505,Jonas Lössl,2014/2015,Guingamp,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,7.08
2506,Jonas Lössl,2014/2015,Guingamp,France-Ligue-1,FL1,30,2689,-,-,-,6.73
2507,Simon Kjær,2017/2018,Sevilla,Spain-La-Liga,SLL,20,1572,-,1,1,6.82
2508,Simon Kjær,2017/2018,Sevilla,Europe-UEFA-Champions-League,UCL,6,540,-,1,1,6.86
2509,Simon Kjær,2016/2017,Fenerbahce,Turkey-Super-Lig,TS,27,2361,-,5,5,6.86
2510,Simon Kjær,2016/2017,Fenerbahce,Europe-UEFA-Europa-League,UEL,8,676,-,-,-,6.87
2511,Simon Kjær,2015/2016,Fenerbahce,Turkey-Super-Lig,TS,28,2499,-,7,7,7.13
2512,Simon Kjær,2015/2016,Fenerbahce,Europe-UEFA-Europa-League,UEL,8,720,-,1,1,6.88
2513,Simon Kjær,2014/2015,Lille,Europe-UEFA-Europa-League,UEL,5,450,1,-,1,7.06
2514,Simon Kjær,2014/2015,Lille,France-Ligue-1,FL1,31,2709,-,1,1,7.32
2515,Simon Kjær,2013/2014,Lille,France-Ligue-1,FL1,34,3036,-,3,3,7.27
2516,Simon Kjær,2012/2013,Wolfsburg,Germany-Bundesliga,GB,22,1686,2,4,6,6.88
2517,Simon Kjær,2012,Denmark,International-European-Championship,UEC,3,270,-,2,2,6.94
2518,Simon Kjær,2011/2012,Roma,Italy-Serie-A,ISA,22,1678,1,2,3,6.88
2519,Simon Kjær,2011/2012,Wolfsburg,Germany-Bundesliga,GB,3,270,-,-,-,6.51
2520,Simon Kjær,2010/2011,Wolfsburg,Germany-Bundesliga,GB,32,2832,-,2,2,6.82
2521,Simon Kjær,2009/2010,Palermo,Italy-Serie-A,ISA,35,3131,2,2,4,7.03
2522,Andreas Bjelland,2017/2018,Brentford,England-Championship,EC,34,2681,1,7,8,6.93
2523,Andreas Bjelland,2016/2017,Brentford,England-Championship,EC,28,2230,2,8,10,6.92
2524,Andreas Bjelland,2014/2015,Twente,Netherlands-Eredivisie,NE,26,2244,6,5,11,7.27
2525,Andreas Bjelland,2013/2014,Twente,Netherlands-Eredivisie,NE,33,2931,6,7,13,7.2
2526,Daniel Wass,2017/2018,Celta Vigo,Spain-La-Liga,SLL,35,2941,13,11,24,6.87
2527,Daniel Wass,2016/2017,Celta Vigo,Spain-La-Liga,SLL,32,2394,13,12,25,6.8
2528,Daniel Wass,2016/2017,Celta Vigo,Europe-UEFA-Europa-League,UEL,14,827,5,2,7,6.8
2529,Daniel Wass,2015/2016,Celta Vigo,Spain-La-Liga,SLL,36,2706,12,17,29,6.87
2530,Daniel Wass,2014/2015,Evian Thonon ..,France-Ligue-1,FL1,32,2471,10,14,24,6.93
2531,Daniel Wass,2013/2014,Evian Thonon ..,France-Ligue-1,FL1,38,3220,9,16,25,7.06
2532,Daniel Wass,2012/2013,Evian Thonon ..,France-Ligue-1,FL1,34,2985,11,19,30,6.86
2533,Daniel Wass,2011/2012,Evian Thonon ..,France-Ligue-1,FL1,29,2373,10,2,12,6.76
2534,Robert Lewandowski,2017/2018,Bayern Munich,Germany-Bundesliga,GB,30,2169,45,19,64,7.49
2535,Robert Lewandowski,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,955,10,8,18,7.29
2536,Robert Lewandowski,2016/2017,Bayern Munich,Germany-Bundesliga,GB,33,2777,38,33,71,7.74
2537,Robert Lewandowski,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,794,11,5,16,7.52
2538,Robert Lewandowski,2015/2016,Bayern Munich,Germany-Bundesliga,GB,32,2654,45,39,84,7.6
2539,Robert Lewandowski,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,912,12,8,20,7.32
2540,Robert Lewandowski,2014/2015,Bayern Munich,Germany-Bundesliga,GB,31,2487,42,44,86,7.43
2541,Robert Lewandowski,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,933,16,12,28,7.49
2542,Robert Lewandowski,2016,Poland,International-European-Championship,UEC,5,450,1,3,4,6.79
2543,Robert Lewandowski,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,809,11,9,20,7.4
2544,Robert Lewandowski,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,33,2807,59,102,161,8.0
2545,Robert Lewandowski,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,31,2599,47,48,95,7.66
2546,Robert Lewandowski,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1090,16,22,38,7.63
2547,Robert Lewandowski,2012,Poland,International-European-Championship,UEC,3,270,6,3,9,6.75
2548,Robert Lewandowski,2011/2012,Borussia Dort..,Germany-Bundesliga,GB,34,2881,29,49,78,7.63
2549,Robert Lewandowski,2011/2012,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,522,3,8,11,6.93
2550,Robert Lewandowski,2010/2011,Borussia Dort..,Germany-Bundesliga,GB,33,1612,27,33,60,6.76
2551,Giovani dos Santos,2018,LA Galaxy,USA-Major-League-Soccer,UMLS,6,328,1,6,7,6.69
2552,Giovani dos Santos,2017,LA Galaxy,USA-Major-League-Soccer,UMLS,25,2191,18,23,41,6.84
2553,Giovani dos Santos,2016,LA Galaxy,USA-Major-League-Soccer,UMLS,31,2618,27,17,44,7.15
2554,Giovani dos Santos,2015,LA Galaxy,USA-Major-League-Soccer,UMLS,11,895,8,11,19,7.32
2555,Giovani dos Santos,2014/2015,Villarreal,Spain-La-Liga,SLL,26,1389,19,14,33,6.37
2556,Giovani dos Santos,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,6,217,4,4,8,7.08
2557,Giovani dos Santos,2013/2014,Villarreal,Spain-La-Liga,SLL,30,2205,39,28,67,7.03
2558,Giovani dos Santos,2014,Mexico,International-FIFA-World-Cup,WC,4,299,1,2,3,6.8
2559,Giovani dos Santos,2013,Mexico,International-Confederations-Cup,ICC,3,258,4,6,10,7.1
2560,Giovani dos Santos,2012/2013,Mallorca,Spain-La-Liga,SLL,29,2395,58,36,94,7.05
2561,Giovani dos Santos,2011/2012,Tottenham,England-Premier-League,EPL,7,49,-,-,-,6.15
2562,Giovani dos Santos,2010/2011,Racing Santan..,Spain-La-Liga,SLL,16,956,21,17,38,6.88
2563,Giovani dos Santos,2010/2011,Tottenham,England-Premier-League,EPL,3,42,-,1,1,6.12
2564,Giovani dos Santos,2009/2010,Tottenham,England-Premier-League,EPL,1,12,-,-,-,6.09
2565,Artem Dzyuba,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,168,5,-,5,6.86
2566,Artem Dzyuba,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,15,791,12,6,18,6.4
2567,Artem Dzyuba,2017/2018,Arsenal Tula,Russia-Premier-League,RPL,10,900,9,10,19,7.23
2568,Artem Dzyuba,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,26,2194,21,17,38,7.15
2569,Artem Dzyuba,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,469,3,3,6,6.63
2570,Artem Dzyuba,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,30,2577,23,13,36,7.28
2571,Artem Dzyuba,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,8,633,10,3,13,7.4
2572,Artem Dzyuba,2014/2015,FC Rostov,Russia-Premier-League,RPL,11,463,17,3,20,6.3
2573,Artem Dzyuba,2014/2015,Spartak Mosco..,Russia-Premier-League,RPL,13,856,17,5,22,7.03
2574,Artem Dzyuba,2016,Russia,International-European-Championship,UEC,3,270,4,2,6,6.56
2575,Artem Dzyuba,2013/2014,FC Rostov,Russia-Premier-League,RPL,28,2489,76,32,108,7.14
2576,Artem Dzyuba,2012/2013,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,4,130,3,1,4,6.21
2577,Alfreð Finnbogason,2017/2018,Augsburg,Germany-Bundesliga,GB,22,1826,38,20,58,7.11
2578,Alfreð Finnbogason,2016/2017,Augsburg,Germany-Bundesliga,GB,13,1132,17,7,24,6.7
2579,Alfreð Finnbogason,2015/2016,Augsburg,Germany-Bundesliga,GB,14,1133,22,9,31,7.04
2580,Alfreð Finnbogason,2015/2016,Olympiacos,Europe-UEFA-Champions-League,UCL,3,58,-,-,-,6.4
2581,Alfreð Finnbogason,2014/2015,Real Sociedad,Spain-La-Liga,SLL,25,785,10,4,14,6.19
2582,Alfreð Finnbogason,2016,Iceland,International-European-Championship,UEC,3,75,-,1,1,6.12
2583,Alfreð Finnbogason,2013/2014,SC Heerenveen,Netherlands-Eredivisie,NE,32,2835,51,32,83,7.54
2584,Ki Sung-yueng,2017/2018,Swansea,England-Premier-League,EPL,25,1870,6,7,13,6.61
2585,Ki Sung-yueng,2016/2017,Swansea,England-Premier-League,EPL,23,1287,2,7,9,6.36
2586,Ki Sung-yueng,2015/2016,Swansea,England-Premier-League,EPL,28,1853,3,11,14,6.57
2587,Ki Sung-yueng,2014/2015,Swansea,England-Premier-League,EPL,33,2690,7,17,24,7.1
2588,Ki Sung-yueng,2013/2014,Sunderland,England-Premier-League,EPL,27,2185,3,24,27,6.8
2589,Ki Sung-yueng,2013/2014,Swansea,England-Premier-League,EPL,1,13,-,-,-,6.1
2590,Ki Sung-yueng,2014,South Korea,International-FIFA-World-Cup,WC,3,270,2,4,6,7.25
2591,Ki Sung-yueng,2012/2013,Swansea,England-Premier-League,EPL,29,2037,9,12,21,6.78
2592,Christian Ramos,2016/2017,Gimnasia LP,Argentina-Primera-División,APD,4,309,-,-,-,6.62
2593,Christian Ramos,2015,Peru,International-Copa-America,ICA,2,153,-,-,-,6.8
2594,Nicolás Otamendi,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,720,1,1,2,7.28
2595,Nicolás Otamendi,2017/2018,Manchester Ci..,England-Premier-League,EPL,34,2968,2,5,7,7.13
2596,Nicolás Otamendi,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,2,2,4,7.18
2597,Nicolás Otamendi,2016/2017,Manchester Ci..,England-Premier-League,EPL,30,2592,4,11,15,7.49
2598,Nicolás Otamendi,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,12,940,1,2,3,7.0
2599,Nicolás Otamendi,2015/2016,Manchester Ci..,England-Premier-League,EPL,30,2672,3,11,14,7.47
2600,Nicolás Otamendi,2015,Argentina,International-Copa-America,ICA,5,450,-,2,2,7.21
2601,Nicolás Otamendi,2014/2015,Valencia,Spain-La-Liga,SLL,35,3098,6,6,12,7.59
2602,Nicolás Otamendi,2014,Atletico MG,Brazil-Brasileirão,BSA,5,450,1,4,5,7.31
2603,Nicolás Otamendi,2013/2014,FC Porto,Europe-UEFA-Champions-League,UCL,4,360,1,1,2,6.59
2604,Nicolás Otamendi,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,720,-,2,2,7.35
2605,Nicolás Otamendi,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,5,442,-,3,3,6.91
2606,Jordi Alba,2017/2018,Barcelona,Spain-La-Liga,SLL,33,2745,10,23,33,7.22
2607,Jordi Alba,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,8,638,3,2,5,6.78
2608,Jordi Alba,2016/2017,Barcelona,Spain-La-Liga,SLL,26,1966,7,8,15,6.91
2609,Jordi Alba,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,6,436,4,4,8,6.8
2610,Jordi Alba,2015/2016,Barcelona,Spain-La-Liga,SLL,31,2591,10,4,14,7.05
2611,Jordi Alba,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,735,5,5,10,6.87
2612,Jordi Alba,2014/2015,Barcelona,Spain-La-Liga,SLL,27,2335,20,22,42,7.22
2613,Jordi Alba,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,11,962,5,9,14,7.17
2614,Jordi Alba,2016,Spain,International-European-Championship,UEC,4,351,1,-,1,6.39
2615,Jordi Alba,2013/2014,Barcelona,Spain-La-Liga,SLL,15,1202,13,6,19,7.08
2616,Jordi Alba,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,4,360,4,3,7,7.18
2617,Jordi Alba,2014,Spain,International-FIFA-World-Cup,WC,3,270,1,2,3,6.72
2618,Jordi Alba,2013,Spain,International-Confederations-Cup,ICC,4,360,4,2,6,7.47
2619,Jordi Alba,2012/2013,Barcelona,Spain-La-Liga,SLL,29,2500,22,17,39,7.18
2620,Jordi Alba,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,9,807,6,10,16,7.13
2621,Jordi Alba,2012,Spain,International-European-Championship,UEC,6,540,6,9,15,7.44
2622,Jordi Alba,2011/2012,Valencia,Spain-La-Liga,SLL,32,2541,59,20,79,7.01
2623,Jordi Alba,2011/2012,Valencia,Europe-UEFA-Champions-League,UCL,4,226,2,-,2,6.51
2624,Jordi Alba,2010/2011,Valencia,Spain-La-Liga,SLL,27,1412,26,12,38,6.89
2625,Jordi Alba,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,3,170,-,2,2,6.98
2626,Jordi Alba,2009/2010,Valencia,Spain-La-Liga,SLL,15,1125,7,10,17,7.29
2627,Diego Costa,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,15,1048,17,15,32,6.84
2628,Diego Costa,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,387,8,12,20,7.29
2629,Diego Costa,2016/2017,Chelsea,England-Premier-League,EPL,35,3090,78,55,133,7.41
2630,Diego Costa,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,663,21,21,42,7.41
2631,Diego Costa,2015/2016,Chelsea,England-Premier-League,EPL,28,2379,67,40,107,7.08
2632,Diego Costa,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,7,478,16,10,26,6.67
2633,Diego Costa,2014/2015,Chelsea,England-Premier-League,EPL,26,2085,43,28,71,7.43
2634,Diego Costa,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,35,2965,108,60,168,7.4
2635,Diego Costa,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,583,20,17,37,7.6
2636,Diego Costa,2014,Spain,International-FIFA-World-Cup,WC,2,126,1,1,2,6.17
2637,Diego Costa,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,31,2061,80,31,111,6.98
2638,Diego Costa,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,378,9,4,13,6.77
2639,Diego Costa,2011/2012,Rayo Vallecan..,Spain-La-Liga,SLL,16,1320,86,21,107,7.18
2640,Diego Costa,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,28,1327,23,13,36,6.61
2641,Diego Costa,2009/2010,Valladolid,Spain-La-Liga,SLL,34,2894,104,53,157,6.93
2642,Toby Alderweireld,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,4,294,-,-,-,7.0
2643,Toby Alderweireld,2017/2018,Tottenham,England-Premier-League,EPL,14,1177,1,6,7,6.68
2644,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,202,-,-,-,7.07
2645,Toby Alderweireld,2016/2017,Tottenham,England-Premier-League,EPL,30,2604,4,4,8,7.0
2646,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,1,-,1,6.68
2647,Toby Alderweireld,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,10,900,1,4,5,7.01
2648,Toby Alderweireld,2015/2016,Tottenham,England-Premier-League,EPL,38,3420,3,7,10,7.16
2649,Toby Alderweireld,2014/2015,Southampton,England-Premier-League,EPL,26,2263,2,7,9,7.07
2650,Toby Alderweireld,2016,Belgium,International-European-Championship,UEC,5,450,-,-,-,7.11
2651,Toby Alderweireld,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,12,906,1,1,2,6.87
2652,Toby Alderweireld,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,277,-,-,-,6.96
2653,Toby Alderweireld,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,-,1,1,6.94
2654,Toby Alderweireld,2014,Belgium,International-FIFA-World-Cup,WC,4,360,6,3,9,7.05
2655,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,7.78
2656,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.72
2657,Toby Alderweireld,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,7.18
2658,Toby Alderweireld,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,7.06
2659,Óscar Duarte,2017/2018,Espanyol,Spain-La-Liga,SLL,11,990,-,1,1,6.62
2660,Óscar Duarte,2016/2017,Espanyol,Spain-La-Liga,SLL,15,1124,-,1,1,6.45
2661,Óscar Duarte,2015/2016,Espanyol,Spain-La-Liga,SLL,14,1196,-,2,2,6.74
2662,Óscar Duarte,2015/2016,Club Bruges,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,6.19
2663,Óscar Duarte,2014/2015,Club Bruges,Europe-UEFA-Europa-League,UEL,11,990,-,1,1,7.23
2664,Óscar Duarte,2014,Costa Rica,International-FIFA-World-Cup,WC,4,336,-,-,-,7.06
2665,Jérôme Boateng,2017/2018,Bayern Munich,Germany-Bundesliga,GB,19,1644,1,1,2,7.14
2666,Jérôme Boateng,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,677,1,2,3,6.78
2667,Jérôme Boateng,2016/2017,Bayern Munich,Germany-Bundesliga,GB,13,828,3,-,3,6.73
2668,Jérôme Boateng,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,6,480,-,1,1,6.66
2669,Jérôme Boateng,2015/2016,Bayern Munich,Germany-Bundesliga,GB,19,1353,1,4,5,6.96
2670,Jérôme Boateng,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,537,1,-,1,6.98
2671,Jérôme Boateng,2014/2015,Bayern Munich,Germany-Bundesliga,GB,27,2140,4,13,17,7.26
2672,Jérôme Boateng,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,990,3,1,4,7.32
2673,Jérôme Boateng,2016,Germany,International-European-Championship,UEC,6,478,1,-,1,7.09
2674,Jérôme Boateng,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,762,-,2,2,6.69
2675,Jérôme Boateng,2013/2014,Bayern Munich,Germany-Bundesliga,GB,25,2169,1,12,13,7.28
2676,Jérôme Boateng,2014,Germany,International-FIFA-World-Cup,WC,7,587,-,-,-,7.11
2677,Jérôme Boateng,2012/2013,Bayern Munich,Germany-Bundesliga,GB,26,2245,1,4,5,7.17
2678,Jérôme Boateng,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,735,-,-,-,6.99
2679,Jérôme Boateng,2012,Germany,International-European-Championship,UEC,4,341,-,2,2,7.1
2680,Jérôme Boateng,2011/2012,Bayern Munich,Germany-Bundesliga,GB,27,2183,6,13,19,7.14
2681,Jérôme Boateng,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1170,1,1,2,7.06
2682,Jérôme Boateng,2010/2011,Manchester Ci..,England-Premier-League,EPL,16,1239,4,6,10,6.91
2683,Jérôme Boateng,2009/2010,Hamburger SV,Germany-Bundesliga,GB,27,2156,3,13,16,6.91
2684,Domagoj Vida,2017/2018,Besiktas,Turkey-Super-Lig,TS,13,751,-,-,-,6.76
2685,Domagoj Vida,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,4,350,-,-,-,7.03
2686,Domagoj Vida,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,1,16,-,-,-,5.53
2687,Domagoj Vida,2016/2017,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,6,540,-,2,2,6.7
2688,Domagoj Vida,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,5,372,7,2,9,6.71
2689,Domagoj Vida,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,10,876,5,1,6,6.86
2690,Domagoj Vida,2016,Croatia,International-European-Championship,UEC,3,270,-,-,-,6.64
2691,Domagoj Vida,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,3,211,-,-,-,6.61
2692,Domagoj Vida,2012/2013,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,2,180,-,1,1,7.3
2693,Domagoj Vida,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,540,4,3,7,6.55
2694,Domagoj Vida,2012,Croatia,International-European-Championship,UEC,1,66,-,-,-,6.78
2695,Domagoj Vida,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,513,1,5,6,6.03
2696,Domagoj Vida,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,1,76,-,1,1,7.38
2697,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,2,5,7,6.75
2698,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,2,1,3,5.93
2699,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,4,2,6,6.81
2700,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,10,6,16,6.61
2701,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,4,4,8,6.75
2702,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,6,3,9,6.07
